Code,Name,Address,Postcode,Postcode nospace,URL,JSON,Council,Constituency,Ward,lat-lng
RN542,Hampshire Hospitals Maternity Centre,"Charlton Road, Andover, Hampshire, SP10 3LB",SP10 3LB,SP103LB,http://uk-postcodes.com/postcode/SP103LB.json,"{""postcode"":""SP10 3LB"",""geo"":{""lat"":51.21573971216806,""lng"":-1.4946782198178319,""easting"":435390.0,""northing"":146403.0,""geohash"":""http://geohash.org/gcngmgx973z5""},""administrative"":{""council"":{""title"":""Test Valley"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000093"",""code"":""E07000093""},""county"":{""title"":""Hampshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000014"",""code"":""E10000014""},""ward"":{""title"":""Harroway"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05004641"",""code"":""E05004641""},""constituency"":{""title"":""North West Hampshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000857"",""code"":""E14000857""},""parish"":{""title"":""Andover"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E04012051"",""code"":""E04012051""},""electoral_district"":{""title"":""Andover West"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000042864"",""code"":""7000000000042864""}}}",Test Valley,North West Hampshire,Harroway,"51.21573971216806,-1.4946782198178319"
RDEEE,Harwich Maternity Unit,"419 Main Road, Harwich, Essex, CO12 4EX",CO12 4EX,CO124EX,http://uk-postcodes.com/postcode/CO124EX.json,"{""postcode"":""CO12 4EX"",""geo"":{""lat"":51.93337006786154,""lng"":1.2607074789120614,""easting"":624255.0,""northing"":231119.0,""geohash"":""http://geohash.org/u10zkwnjb9ge""},""administrative"":{""council"":{""title"":""Tendring"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000076"",""code"":""E07000076""},""county"":{""title"":""Essex"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000012"",""code"":""E10000012""},""ward"":{""title"":""Harwich West Central"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05004242"",""code"":""E05004242""},""constituency"":{""title"":""Harwich and North Essex"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000734"",""code"":""E14000734""},""parish"":{""title"":""Harwich"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E04004099"",""code"":""E04004099""},""electoral_district"":{""title"":""Harwich"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000019553"",""code"":""7000000000019553""}}}",Tendring,Harwich and North Essex,Harwich West Central,"51.93337006786154,1.2607074789120614"
RTXBW,Helme Chase Midwife Led Unit,"Burton Rd, Kendal, Cumbria, LA9 7RG",LA9 7RG,LA97RG,http://uk-postcodes.com/postcode/LA97RG.json,"{""postcode"":""LA9 7RG"",""geo"":{""lat"":54.306707948512454,""lng"":-2.7325368614603307,""easting"":352432.0,""northing"":490370.0,""geohash"":""http://geohash.org/gcwhcy4px20g""},""administrative"":{""council"":{""title"":""South Lakeland"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000031"",""code"":""E07000031""},""county"":{""title"":""Cumbria"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000006"",""code"":""E10000006""},""ward"":{""title"":""Kendal Oxenholme and Natland"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05003255"",""code"":""E05003255""},""constituency"":{""title"":""Westmorland and Lonsdale"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14001037"",""code"":""E14001037""},""parish"":{""title"":""Kendal"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E04002617"",""code"":""E04002617""},""electoral_district"":{""title"":""Kendal South"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000013246"",""code"":""7000000000013246""}}}",South Lakeland,Westmorland and Lonsdale,Kendal Oxenholme and Natland,"54.306707948512454,-2.7325368614603307"
REF86,Helston Birth Centre,"Meneage Road, Helston, Cornwall, TR13 8DR",TR13 8DR,TR138DR,http://uk-postcodes.com/postcode/TR138DR.json,"{""postcode"":""TR13 8DR"",""geo"":{""lat"":50.091955895148864,""lng"":-5.264919407942971,""easting"":166570.0,""northing"":26423.0,""geohash"":""http://geohash.org/gbukbnyny3rs""},""administrative"":{""council"":{""title"":""Cornwall"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000052"",""code"":""E06000052""},""constituency"":{""title"":""St. Ives"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000964"",""code"":""E14000964""},""parish"":{""title"":""Helston"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E04011447"",""code"":""E04011447""}}}",Cornwall,St. Ives,,"50.091955895148864,-5.264919407942971"
H103H,Henderson Maternity Unit,"Bankhead Road, Wick, Caithness, Highland, KW1 5NS",KW1 5NS,KW15NS,http://uk-postcodes.com/postcode/KW15NS.json,"{""postcode"":""KW1 5NS"",""geo"":{""lat"":58.441348190577564,""lng"":-3.0957217074884316,""easting"":336130.0,""northing"":950859.0,""geohash"":""http://geohash.org/gfmu3wcv82yt""},""administrative"":{""council"":{""title"":""Highland"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S12000017"",""code"":""S12000017""},""ward"":{""title"":""Wick"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S13002664"",""code"":""S13002664""},""constituency"":{""title"":""Caithness, Sutherland and Easter Ross"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S14000009"",""code"":""S14000009""}}}",Highland,"Caithness, Sutherland and Easter Ross",Wick,"58.441348190577564,-3.0957217074884316"
RTFDR,Hexham midwife led unit,"Corbridge Road, Hexham, Northumberland, NE46 1QJ",NE46 1QJ,NE461QJ,http://uk-postcodes.com/postcode/NE461QJ.json,"{""postcode"":""NE46 1QJ"",""geo"":{""lat"":54.96955155453356,""lng"":-2.095472916030651,""easting"":393985.0,""northing"":563885.0,""geohash"":""http://geohash.org/gcy88qfhggn5""},""administrative"":{""council"":{""title"":""Northumberland"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000048"",""code"":""E06000048""},""constituency"":{""title"":""Hexham"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000746"",""code"":""E14000746""},""parish"":{""title"":""Hexham"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E04010804"",""code"":""E04010804""}}}",Northumberland,Hexham,,"54.96955155453356,-2.095472916030651"
RTFDJ,Hillcrest Midwife Led Unit,"South Road, Alnwick, Northumberland, NE66 2NS",NE66 2NS,NE662NS,http://uk-postcodes.com/postcode/NE662NS.json,"{""postcode"":""NE66 2NS"",""geo"":{""lat"":55.41094192057933,""lng"":-1.6971840174765012,""easting"":419270.0,""northing"":613043.0,""geohash"":""http://geohash.org/gcyg1rk0hspz""},""administrative"":{""council"":{""title"":""Northumberland"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000048"",""code"":""E06000048""},""constituency"":{""title"":""Berwick-upon-Tweed"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000554"",""code"":""E14000554""},""parish"":{""title"":""Alnwick"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E04010732"",""code"":""E04010732""}}}",Northumberland,Berwick-upon-Tweed,,"55.41094192057933,-1.6971840174765012"
RQXM1,Homerton Birth Centre,"Homerton Row, London, E9 6SR",E9 6SR,E96SR,http://uk-postcodes.com/postcode/E96SR.json,"{""postcode"":""E9 6SR"",""geo"":{""lat"":51.55063382993867,""lng"":-0.04608435479072343,""easting"":535570.0,""northing"":185336.0,""geohash"":""http://geohash.org/gcpvqbw2nnth""},""administrative"":{""council"":{""title"":""Hackney"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E09000012"",""code"":""E09000012""},""ward"":{""title"":""Chatham"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000233"",""code"":""E05000233""},""constituency"":{""title"":""Hackney South and Shoreditch"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000721"",""code"":""E14000721""}}}",Hackney,Hackney South and Shoreditch,Chatham,"51.55063382993867,-0.04608435479072343"
RH854,Honiton Birth Unit,"Marlpits Road, Honiton, Devon, EX14 2DE",EX14 2DE,EX142DE,http://uk-postcodes.com/postcode/EX142DE.json,"{""postcode"":""EX14 2DE"",""geo"":{""lat"":50.79493177496563,""lng"":-3.1865630387716504,""easting"":316467.0,""northing"":100156.0,""geohash"":""http://geohash.org/gcj8zqztgtw6""},""administrative"":{""council"":{""title"":""East Devon"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000040"",""code"":""E07000040""},""county"":{""title"":""Devon"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000008"",""code"":""E10000008""},""ward"":{""title"":""Honiton St. Paul's"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05003475"",""code"":""E05003475""},""constituency"":{""title"":""Tiverton and Honiton"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000996"",""code"":""E14000996""},""parish"":{""title"":""Honiton"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E04002967"",""code"":""E04002967""},""electoral_district"":{""title"":""Honiton St. Paul's"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000022652"",""code"":""7000000000022652""}}}",East Devon,Tiverton and Honiton,Honiton St. Paul's,"50.79493177496563,-3.1865630387716504"
RJ122,Hospital Birth Centre (Labour Ward),"Lambeth Palace Road, London, SE1 7EH",SE1 7EH,SE17EH,http://uk-postcodes.com/postcode/SE17EH.json,"{""postcode"":""SE1 7EH"",""geo"":{""lat"":51.497908061983686,""lng"":-0.1196563041448511,""easting"":530620.0,""northing"":179339.0,""geohash"":""http://geohash.org/gcpuvqbv5ccg""},""administrative"":{""council"":{""title"":""Lambeth"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E09000022"",""code"":""E09000022""},""ward"":{""title"":""Bishop's"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000416"",""code"":""E05000416""},""constituency"":{""title"":""Vauxhall"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14001008"",""code"":""E14001008""}}}",Lambeth,Vauxhall,Bishop's,"51.497908061983686,-0.1196563041448511"
RWY01,Huddersfield Family Birth Centre,"Acre Street, Lindley, Huddersfield, West Yorkshire, HD3 3EA",HD3 3EA,HD33EA,http://uk-postcodes.com/postcode/HD33EA.json,"{""postcode"":""HD3 3EA"",""geo"":{""lat"":53.655486390602704,""lng"":-1.816323138812077,""easting"":412236.0,""northing"":417681.0,""geohash"":""http://geohash.org/gcw9nxtmuee7""},""administrative"":{""council"":{""title"":""Kirklees"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E08000034"",""code"":""E08000034""},""ward"":{""title"":""Lindley"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05001407"",""code"":""E05001407""},""constituency"":{""title"":""Colne Valley"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000645"",""code"":""E14000645""}}}",Kirklees,Colne Valley,Lindley,"53.655486390602704,-1.816323138812077"
C313H,Inverclyde Community Maternity Unit,"Larkfield Road, Greenock, Inverclyde, PA16 0XN",PA16 0XN,PA160XN,http://uk-postcodes.com/postcode/PA160XN.json,"{""postcode"":""PA16 0XN"",""geo"":{""lat"":55.943804221734716,""lng"":-4.809755413608918,""easting"":224626.0,""northing"":675872.0,""geohash"":""http://geohash.org/gcuw6838k8fr""},""administrative"":{""council"":{""title"":""Inverclyde"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S12000018"",""code"":""S12000018""},""ward"":{""title"":""Inverclyde South"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S13002687"",""code"":""S13002687""},""constituency"":{""title"":""Inverclyde"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S14000038"",""code"":""S14000038""}}}",Inverclyde,Inverclyde,Inverclyde South,"55.943804221734716,-4.809755413608918"
7A7EG,Knighton Birth Centre,"Ffrydd Road, Knighton, Powys, LD7 1DF",LD7 1DF,LD71DF,http://uk-postcodes.com/postcode/LD71DF.json,"{""postcode"":""LD7 1DF"",""geo"":{""lat"":52.34190057647488,""lng"":-3.0495196614311326,""easting"":328595.0,""northing"":272054.0,""geohash"":""http://geohash.org/gcmcf8e3tj3q""},""administrative"":{""council"":{""title"":""Powys"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W06000023"",""code"":""W06000023""},""constituency"":{""title"":""Brecon and Radnorshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W07000068"",""code"":""W07000068""},""parish"":{""title"":""Knighton Commun"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W04000284"",""code"":""W04000284""}}}",Powys,Brecon and Radnorshire,,"52.34190057647488,-3.0495196614311326"
RJ224,Lewisham Birth Centre,"High Street, Lewisham, London, SE13 6LH",SE13 6LH,SE136LH,http://uk-postcodes.com/postcode/SE136LH.json,"{""postcode"":""SE13 6LH"",""geo"":{""lat"":51.454329523832854,""lng"":-0.017036437986521755,""easting"":537874.0,""northing"":174681.0,""geohash"":""http://geohash.org/gcpuxwgx5n0x""},""administrative"":{""council"":{""title"":""Lewisham"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E09000023"",""code"":""E09000023""},""ward"":{""title"":""Lewisham Central"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000448"",""code"":""E05000448""},""constituency"":{""title"":""Lewisham, Deptford"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000789"",""code"":""E14000789""}}}",Lewisham,"Lewisham, Deptford",Lewisham Central,"51.454329523832854,-0.017036437986521755"
7A7BN,Llandrindod Wells Birth Centre,"Temple Street, Llandrindod Wells, Powys, LD1 5HF",LD1 5HF,LD15HF,http://uk-postcodes.com/postcode/LD15HF.json,"{""postcode"":""LD1 5HF"",""geo"":{""lat"":52.2421232583488,""lng"":-3.377402875513314,""easting"":306047.0,""northing"":261331.0,""geohash"":""http://geohash.org/gcm95nkskv9g""},""administrative"":{""council"":{""title"":""Powys"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W06000023"",""code"":""W06000023""},""constituency"":{""title"":""Brecon and Radnorshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W07000068"",""code"":""W07000068""},""parish"":{""title"":""Llandrindod Wells Commun"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W04000293"",""code"":""W04000293""}}}",Powys,Brecon and Radnorshire,,"52.2421232583488,-3.377402875513314"
7A7BP,Llanidloes Birth Centre,"Eastgate Street, Llanidloes, SY18 6HF",SY18 6HF,SY186HF,http://uk-postcodes.com/postcode/SY186HF.json,"{""postcode"":""SY18 6HF"",""geo"":{""lat"":52.452547876564836,""lng"":-3.539672657126812,""easting"":295466.0,""northing"":284958.0,""geohash"":""http://geohash.org/gcm6rkwqpxsg""},""administrative"":{""council"":{""title"":""Powys"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W06000023"",""code"":""W06000023""},""constituency"":{""title"":""Montgomeryshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W07000063"",""code"":""W07000063""},""parish"":{""title"":""Llanidloes Commun"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W04000315"",""code"":""W04000315""}}}",Powys,Montgomeryshire,,"52.452547876564836,-3.539672657126812"
RKB01,Lucina Birth Centre,"Clifford Bridge Road, Coventry, Warwickshire, CV2 2DX",CV2 2DX,CV22DX,http://uk-postcodes.com/postcode/CV22DX.json,"{""postcode"":""CV2 2DX"",""geo"":{""lat"":52.421426193977005,""lng"":-1.4434884844077378,""easting"":437942.0,""northing"":280527.0,""geohash"":""http://geohash.org/gcqfpphbuq0g""},""administrative"":{""council"":{""title"":""Coventry"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E08000026"",""code"":""E08000026""},""ward"":{""title"":""Henley"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05001223"",""code"":""E05001223""},""constituency"":{""title"":""Coventry North East"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000649"",""code"":""E14000649""}}}",Coventry,Coventry North East,Henley,"52.421426193977005,-1.4434884844077378"
RXWML,Ludlow Midwife Led Unit,"Gravel Hill, Ludlow, Shropshire, SY8 1QX",SY8 1QX,SY81QX,http://uk-postcodes.com/postcode/SY81QX.json,"{""postcode"":""SY8 1QX"",""geo"":{""lat"":52.37366561597443,""lng"":-2.714419707767171,""easting"":351459.0,""northing"":275309.0,""geohash"":""http://geohash.org/gcq1fnr6tqvu""},""administrative"":{""council"":{""title"":""Shropshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000051"",""code"":""E06000051""},""constituency"":{""title"":""Ludlow"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000799"",""code"":""E14000799""},""parish"":{""title"":""Ludlow"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E04011309"",""code"":""E04011309""}}}",Shropshire,Ludlow,,"52.37366561597443,-2.714419707767171"
RJN71,Macclesfield Birth Centre (labour ward),"Victoria Road, Macclesfield, Cheshire, SK10 3BL",SK10 3BL,SK103BL,http://uk-postcodes.com/postcode/SK103BL.json,"{""postcode"":""SK10 3BL"",""geo"":{""lat"":53.26226162962184,""lng"":-2.141569134282164,""easting"":390653.0,""northing"":373927.0,""geohash"":""http://geohash.org/gcqrp20e1v4q""},""administrative"":{""council"":{""title"":""Cheshire East"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000049"",""code"":""E06000049""},""ward"":{""title"":""Broken Cross and Upton"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05008615"",""code"":""E05008615""},""constituency"":{""title"":""Macclesfield"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000802"",""code"":""E14000802""}}}",Cheshire East,Macclesfield,Broken Cross and Upton,"53.26226162962184,-2.141569134282164"
RWF03,Maidstone Birth Centre,"Hermitage Lane, Maidstone, Kent, ME16 9QQ",ME16 9QQ,ME169QQ,http://uk-postcodes.com/postcode/ME169QQ.json,"{""postcode"":""ME16 9QQ"",""geo"":{""lat"":51.273661147715075,""lng"":0.48398823827628906,""easting"":573362.0,""northing"":155654.0,""geohash"":""http://geohash.org/u107en06txpy""},""administrative"":{""council"":{""title"":""Maidstone"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000110"",""code"":""E07000110""},""county"":{""title"":""Kent"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000016"",""code"":""E10000016""},""ward"":{""title"":""Heath"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05004995"",""code"":""E05004995""},""constituency"":{""title"":""Maidstone and The Weald"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000804"",""code"":""E14000804""},""electoral_district"":{""title"":""Maidstone Central"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000018348"",""code"":""7000000000018348""}}}",Maidstone,Maidstone and The Weald,Heath,"51.273661147715075,0.48398823827628906"
RWP50,Meadow Birth Centre,"Charles Hastings Way, Newtown Road, Worcester, Worcestershire, WR5 1DD",WR5 1DD,WR51DD,http://uk-postcodes.com/postcode/WR51DD.json,"{""postcode"":""WR5 1DD"",""geo"":{""lat"":52.19120591369665,""lng"":-2.181129162621408,""easting"":387714.0,""northing"":254789.0,""geohash"":""http://geohash.org/gcq2ym5gb1bn""},""administrative"":{""council"":{""title"":""Worcester"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000237"",""code"":""E07000237""},""county"":{""title"":""Worcestershire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000034"",""code"":""E10000034""},""ward"":{""title"":""Nunnery"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05007886"",""code"":""E05007886""},""constituency"":{""title"":""Worcester"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14001052"",""code"":""E14001052""},""electoral_district"":{""title"":""Nunnery"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000043139"",""code"":""7000000000043139""}}}",Worcester,Worcester,Nunnery,"52.19120591369665,-2.181129162621408"
RWEAK,Meadows Birth Centre,"Gwendolen Road, Leicester, Leicestershire, LE5 4PW",LE5 4PW,LE54PW,http://uk-postcodes.com/postcode/LE54PW.json,"{""postcode"":""LE5 4PW"",""geo"":{""lat"":52.63003510991113,""lng"":-1.082869827170282,""easting"":462171.0,""northing"":303981.0,""geohash"":""http://geohash.org/gcr5rm52pm9s""},""administrative"":{""council"":{""title"":""City of Leicester"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000016"",""code"":""E06000016""},""ward"":{""title"":""Evington"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05001792"",""code"":""E05001792""},""constituency"":{""title"":""Leicester East"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000782"",""code"":""E14000782""}}}",City of Leicester,Leicester East,Evington,"52.63003510991113,-1.082869827170282"
RVJ01,Mendip Birth Centre,"Westbury on Trym, Bristol, Avon, BS10 5NB",BS10 5NB,BS105NB,http://uk-postcodes.com/postcode/BS105NB.json,"{""postcode"":""BS10 5NB"",""geo"":{""lat"":51.497337467505226,""lng"":-2.5929345423596133,""easting"":358935.0,""northing"":177766.0,""geohash"":""http://geohash.org/gcnhuyzcsprz""},""administrative"":{""council"":{""title"":""City of Bristol"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000023"",""code"":""E06000023""},""ward"":{""title"":""Horfield"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05001992"",""code"":""E05001992""},""constituency"":{""title"":""Bristol North West"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000600"",""code"":""E14000600""}}}",City of Bristol,Bristol North West,Horfield,"51.497337467505226,-2.5929345423596133"
RAS01,Midwife led unit,"Pield Heath Road, Uxbridge, Middlesex, UB8 3NN",UB8 3NN,UB83NN,http://uk-postcodes.com/postcode/UB83NN.json,"{""postcode"":""UB8 3NN"",""geo"":{""lat"":51.525516330859645,""lng"":-0.46089095477140246,""easting"":506870.0,""northing"":181856.0,""geohash"":""http://geohash.org/gcptjebmukqv""},""administrative"":{""council"":{""title"":""Hillingdon"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E09000017"",""code"":""E09000017""},""ward"":{""title"":""Brunel"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000326"",""code"":""E05000326""},""constituency"":{""title"":""Uxbridge and South Ruislip"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14001007"",""code"":""E14001007""}}}",Hillingdon,Uxbridge and South Ruislip,Brunel,"51.525516330859645,-0.46089095477140246"
7A1AU,Midwife Led Unit,"Penrhosgarnedd, Bangor, Gwynedd, LL57 2PW",LL57 2PW,LL572PW,http://uk-postcodes.com/postcode/LL572PW.json,"{""postcode"":""LL57 2PW"",""geo"":{""lat"":53.20902674942018,""lng"":-4.15981122956664,""easting"":255857.0,""northing"":370173.0,""geohash"":""http://geohash.org/gcmn9q6vj37z""},""administrative"":{""council"":{""title"":""Gwynedd"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W06000002"",""code"":""W06000002""},""constituency"":{""title"":""Arfon"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W07000057"",""code"":""W07000057""},""parish"":{""title"":""Pentir Commun"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W04000095"",""code"":""W04000095""}}}",Gwynedd,Arfon,,"53.20902674942018,-4.15981122956664"
RWWWH,Midwife Led Unit,"Lovely Lane, Warrington, Cheshire, WA5 1QG",WA5 1QG,WA51QG,http://uk-postcodes.com/postcode/WA51QG.json,"{""postcode"":""WA5 1QG"",""geo"":{""lat"":53.39398660566866,""lng"":-2.6107179809256866,""easting"":359484.0,""northing"":388746.0,""geohash"":""http://geohash.org/gcqpu84ftbe8""},""administrative"":{""council"":{""title"":""Warrington"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000007"",""code"":""E06000007""},""ward"":{""title"":""Bewsey and Whitecross"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05001599"",""code"":""E05001599""},""constituency"":{""title"":""Warrington South"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14001018"",""code"":""E14001018""}}}",Warrington,Warrington South,Bewsey and Whitecross,"53.39398660566866,-2.6107179809256866"
RJR05,Midwifery Birthing Suite,"Liverpool Road, Chester, Cheshire, CH2 1UL",CH2 1UL,CH21UL,http://uk-postcodes.com/postcode/CH21UL.json,"{""postcode"":""CH2 1UL"",""geo"":{""lat"":53.21177212685792,""lng"":-2.899009984704005,""easting"":340058.0,""northing"":368678.0,""geohash"":""http://geohash.org/gcmywncj01m2""},""administrative"":{""council"":{""title"":""Cheshire West and Chester"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000050"",""code"":""E06000050""},""ward"":{""title"":""Upton"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05008699"",""code"":""E05008699""},""constituency"":{""title"":""City of Chester"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000640"",""code"":""E14000640""},""parish"":{""title"":""Upton-by-Chester"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E04011182"",""code"":""E04011182""}}}",Cheshire West and Chester,City of Chester,Upton,"53.21177212685792,-2.899009984704005"
RR109,Netherbrook Birth Unit,"Lode Lane, Solihull, West Midlands, B91 2JL",B91 2JL,B912JL,http://uk-postcodes.com/postcode/B912JL.json,"{""postcode"":""B91 2JL"",""geo"":{""lat"":52.417126190669386,""lng"":-1.7743508537745405,""easting"":415443.0,""northing"":279927.0,""geohash"":""http://geohash.org/gcqdpw5zyss1""},""administrative"":{""council"":{""title"":""Solihull"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E08000029"",""code"":""E08000029""},""ward"":{""title"":""Silhill"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05001299"",""code"":""E05001299""},""constituency"":{""title"":""Solihull"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000931"",""code"":""E14000931""}}}",Solihull,Solihull,Silhill,"52.417126190669386,-1.7743508537745405"
RAJ01,New Beginnings,"Prittlewell Chase, Southend, Essex, SS0 0RY",SS0 0RY,SS00RY,http://uk-postcodes.com/postcode/SS00RY.json,"{""postcode"":""SS0 0RY"",""geo"":{""lat"":51.55383438418164,""lng"":0.6891077554545811,""easting"":586524.0,""northing"":187310.0,""geohash"":""http://geohash.org/u10mr9jfc77b""},""administrative"":{""council"":{""title"":""Southend-on-Sea"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000033"",""code"":""E06000033""},""ward"":{""title"":""Prittlewell"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05002219"",""code"":""E05002219""},""constituency"":{""title"":""Southend West"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000957"",""code"":""E14000957""}}}",Southend-on-Sea,Southend West,Prittlewell,"51.55383438418164,0.6891077554545811"
